labelcode,cutword
131,道路 側溝 蓋 損壞 鬆動 遺失 反應 修復
113,小型 復康巴士 接駁 車
62,何謂 分割 複 丈 應備 文件 為何 規費 計收
82,樹葉 花材 茶葉 殘渣 咖啡 殘渣 甘蔗渣 中藥 殘渣 廚餘 回收
63,使用 Skype LINE 軟體 時若 遭遇 問題 時 解決
23,逾期 未辦理 資遣 通報 依據 就業 服務 法 條 規定 處 新臺幣 萬元以上 萬元 以下 罰 鍰 標準 何在
119,申請 建國 玉市 攤位
1,中小企業 融資 貸款 請問 如因 事業 經營 致 無力 清償 未能 還款 處理
84,檢舉 警員 違法 失職
119,何謂 臺北市夜市 食材 登錄 平台
90,我要 購買 藝文 推廣 處 大稻埕戲苑 主辦 節目 票券
95,無 紙本 發票 營業 人要 申報 營業稅
109,臺北市 工程 專家 諮詢 服務團 臺北市 水土保持 服務團 提供 諮詢 時間 電話 項目 事項 為何
147,我家 接用 污水下水道
99,公司 登記 資料 影印 證明書 跨 縣市 送件
77,請問 想要 青發 處 租借 車位 辦理
87,台北 點 是否 現行 社 福卡 證的 補助 點數 共同 使用
131,市轄區 橋涵 改善 權責 問題
96,請問 立案 補習班 名單 是否 快速 查網 方式
37,交通 維持 捷運 萬 大線 工程 路線 範圍 為何
143,請問 外縣市 介聘 是否 缺額 預知 今年 是否 舉辦
41,貨物稅 問題 請教
7,何謂 溫泉 區
143,請問 外縣市 介聘 是否 缺額 預知 今年 是否 舉辦
146,申請 行道樹 遷移
112,購買 預售 屋 如有 違約 情形 辦理
0,請問 文化局 委外 藝文 館 資訊 取得
99,董事 監察人 人數 增減 變更 須 召開 何種 會議 有無 委託 代理人 出席 適用 召集 程序 為何
69,健保 預計 出國 六個月 以上 可否 辦理 停保
80,本次 自動駕駛 小巴 實驗 花費 經費
12,市政 大樓 各項 設備 報修 分機 號碼 為何
36,本所 肇事 鑑定 不服 提出 覆議
88,販售 逾期 菸酒 罰則 為何
147,污水下水道
98,我可以 拒簽 罰單
126,想 設立 食品 工廠 是否 設立 標準
114,家裡 出入口 車庫 前方 有車 時
80,臺北市 預計 時會 實際 進行 自動駕駛 小巴 上路
141,公有 市場 攤位 使用費 繳納 方式
91,地方稅 信用卡 繳納
74,申請 人行道 認養 手續
114,使用 道路 舉辦 臨時 活動 符合 交通局 文化局 受理 應依 各該 權管 機關 相關 規定 申請 活動 項目 為何
2,行動不便 復康巴士 必要 陪伴 優惠 資格 異議 處理
28,網路 建築 線 指示 申請 案件 成果 領取
61,來文 處理 速別 公文 性質 不符 時 應 處理
104,避免 遭受 性騷擾
137,針對 民眾 反映 本市 聯營公車 公車專用道 滯留 載客 案件 回 復 內容
29,違規 廣告 招牌 政府 代拆 需要 收取 費用
140,木柵 垃圾 焚化 廠 申請 垃圾 代 焚化 處理
58,有人 山坡地 違規 開挖 整地 時 反映 現行犯 時 應 及時 通報 單位 處理
148,臨時 集會遊行 公園 場地 使用 申請 方式
14,市面上 散裝 方式 販賣 有機 農產品 有機 農產 加工品 應該 標示
104,請問 婦幼 安全 叫車 專線 為何
41,請問 臺北市 稅捐處 中北 分處 電話 地址
16,審議 核定 提早 入 學者 讀國 小時 發生 嚴重 適應 困難 中途 退出
122,申請 本市 客家 歌謠 班 辦理 客家 歌謠 客語 學習 計畫 補助
36,本所 肇事 鑑定 不服 提出 覆議
136,申請 工廠 登記 須 準備 文件
10,補辦 臨時 登記 後 免除 幾項 法規 處罰
140,民眾 參觀 木柵 焚化 廠要 申請
82,臺北市 為何 實施 垃圾 費隨袋 徵收 為何 縣市 使用 專用 垃圾袋 專用 垃圾袋 太貴 可否 取消
25,哪裡 接種 幼兒 常規 疫苗
121,約聘僱 人員 職代 可否 報名 本處 平日 公假 班期
81,申請 求職 交通 補助金 資格 條件
107,製 卡 內容 錯誤 重製 時 學生 是否 需 繳交 費用
42,公 部門 工友 含 技工 駕駛 特別 休假 天數 計算
55,雇主 選擇 服務 好 私立 就業 服務 機構 資訊 可供參考
102,取得 行政區域 圖
9,持 敬老 卡 騎乘 YouBike 計費 方式 為何
71,臺北市 提供 載運 寵物 服務 車隊
75,請問 護理人員 辦理 執業 註銷 所需 證件 辦理 地點
36,車禍 發生 時該 保障 權益
1,青年 創業 融資 貸款 請問 申請 貸款 有無 行業 限制
120,小朋友 設籍 時間 太晚 無法 分發 額滿 學校 是不是 唸 小學
112,交屋 時應 注意 事項 為何
80,自動駕駛 小巴 將來 會往 方向 發展 是否 影響 大眾 運輸 從業人員 工作
106,迪化 污水處理 廠 附設 休閒 運動公園 運動 設施 開放 預借 使用 申請 需要 繳交 使用費 保證金
145,請問 臺北市立美術館 開放 時間
20,想 檢舉 吸毒者 賣 毒者 打給
133,台灣 智慧 光網 市府 關係
114,市民 所屬 車輛 遭 車體 明顯 處 張貼 移車 勸導 後 若該 車輛 使用 需求 後續 應 處理
128,動物 資訊 哪裡 找
52,家長 游泳 只 陪同 小孩 進入 運動 中心 游泳池 是否 購票 進入
12,市政 大樓 停車場 是否 提供 洽 公民 眾 臨時 停放
16,未足齡 兒童 申請 提早 入 國民小學 鑑定 法令 規定 標準 鑑定 流程 標準 為何
26,社子島 地區 開發 目前 規劃 進度
73,轉學 國 高中 休學 規定 情況 學生 學校 要求 學生 轉學
67,勞資 會議 應 舉辦
123,搭乘 公車 時 悠遊卡 遭鎖 卡時 處理 並可請 協助 解卡
47,本府 核發 員工 交通費 審核 標準 為何 如有 多種 交通工具 搭乘 審核 標準 為何
92,變更 環保局 寄發 罰單 地址
48,申請 死亡證 明 申請
126,檢舉 違規 藥物 化 粧 品
55,接受 職涯 輔導 服務 後 因故 無法 參與
4,社會局 受理 捐款 流程 為何
18,機電 設計 請問 捷運 第三 軌 電力 使用 直流電 供應 電聯車 電聯車 車上 設備 係 採用 直流電源 交流電源
58,請問 白石湖 地區 相關 介紹
107,數位 學生證 刷卡 確實 到校 卻 未 刷卡 造成 系統 誤發 簡訊 情形
109,為何 我家 液化 潛勢 查詢 地調 臺北市政府 不一 致
135,臺北市動物之家 辦理 收容 動物 認領 手續 須 準備
14,花博公園 配合 市府 政策 推動 花博公園 成為 臺北市 創新中心 作為 創新 產業 交流 新 據點
16,資優生 本市 資優教育 相關 資訊 應向 諮詢
66,住家 多久 清理 一次 化糞池
1,青年 創業 融資 貸款 請問 事業 尚 籌設 階段 是否 申請 貸款
40,校園霸凌 事件 是否 應 進行 司法 調查 程序 停止 調查
110,參加 聯合 婚禮 贈送 禮物
23,辦理 資遣 通報 方式 為何
15,何謂 歲入 歲出
36,本所 肇事 鑑定 不服 提出 覆議
1,中小企業 融資 貸款 請問 貸款 資訊 申請書 表 可於 取得
109,他的國 家 公開 類似 土壤液化 潛勢 圖
24,時薪制 員工 產假 期間 是否 應給 工資
54,領有 身心障礙 手冊 停 身心障礙者 專用 停車位 為何 遭 拖吊
5,性騷擾防治法 規定 機關 部隊 學校 機構 雇主 需要 做
36,本所 受理 車輛 行車 事故 鑑定 申請 轄區 範圍
131,排水溝 淤積 阻塞 應 處理
41,請問 臺北市 稅捐稽徵 處 總處 電話 地址
137,搭乘 公車 時 攜帶 寵物
12,市政 大樓 空調 使用 申請
42,請問 可否 使用 加班 補休 休假 出國 旅遊
63,請問 各家 電信業 撥打 臺北市 民 當家 熱線 為免 付費
131,易 積水 地區 地下室 停車場 防範 淹水
6,申請 低收入 戶 學雜費 洽辦 單位 減免 應備 文件
71,寵物登記晶片 註 記
66,臺北市 除草劑 管理 自治 條例 FAQ
142,申請 防空 避難 處所
20,臺北市 北極星 計畫
1,青年 創業 融資 貸款 申請 貸款 後 開店 未滿 停業 是否 延長 貸款 償還 期限 利息 計算
112,申請 建物 完工 證明書 應備 文件
24,勞工 請假 規則 條第 款 規定 所稱 勞工 兄弟姊妹 為何
61,秘書 處志工 服務項目 為何
130,參觀 焚化 廠要 申請
62,地籍圖 地籍 套 繪圖 有何
50,哪些項目 適用 免附 印鑑 證明
123,臺北市政府 補貼 優惠 額度 完 敬老 愛心 悠遊卡 片會 扣款
93,申請 劃定 更新 單元
35,車主 收到 停車費 未繳 罰單 持有 停車 繳費通知 繳費 收據
54,深夜 時段 時 違規 停車 警方 執法 標準 為何
83,臺北市立文獻館 辦理 動線 史蹟 解說 申請 有無 限制 規定
115,內湖垃圾焚化廠 葫蘆 洲 運動公園 游泳池 開放 時間
111,臺北市 寺廟 財團法人 相關 資訊 地址 電話 是否 公布 網站
44,應納 印花稅 憑證 應於 貼花
50,地籍 清理 工作 辦理 期程 為何
96,請問 相關 高中 學力 鑑定 歷屆 考題 查詢 考試 版本 為何
139,採購 案 何時何地 開標
49,租用 流動 廁所 辦理
40,學校 調查 處理 校園霸凌 事件 時 釐清 事實 是否 請 行為 人 霸凌 人 對質
108,臺北市 轄內 直轄市 級 自然 保留區
45,設籍 臺北市 因故 未 實際 居住 臺北市 申請 原住民 兒童 托育 補助
36,警方 初步 分析 研判 表 異議 處理
146,行道樹 茂盛 樹枝 已 影響 住家 請 派員 修剪 以維 住家 安全
116,不動產 成交 案件 實價 登錄 申報 義務人 為何
69,健保 預計 出國 六個月 以上 可否 辦理 停保
72,兵役 役男 申請 複檢
140,木柵 廠 回饋 設施 游泳池 開放 時段
100,中山堂
4,可否 提供 社會局 預決算 數
49,公廁 髒亂 應向 單位 投訴
130,廢棄物 代 處理 申請 家戶 或非 事業廢棄物 臨時 自行 清運 委託 處理 申請
6,民眾 是否 須 申請加入 國民年金 保險
32,申請 外籍 家庭 看護 工 如持 特定 身心障礙 證明 手冊 辦理 應備 文件 哪裡 辦理
140,民眾 參觀 木柵 焚化 廠要 申請
120,國小 轉學 臺北市 國小 轉學 應 辦理 分 兩種 外縣市 轉 本市 同一 市區
30,巷道 繪設 標線 型 人行道 理由
125,紅線 禁止停車 時間 為何
43,承租人 或前 屋主 搬離 居住地 戶籍 仍未 遷出 現房 屋 所有權 人應 強制 將其 戶籍 辦理 遷出 手續
93,私有土地 建物 所有權 人 參與 公辦 更案 需要 出錢
62,農地 已有 農舍 辦理 分割 應 準備 文件
71,請問 絕育 補助 申請單 已放 超過 天 申請
121,市府 所屬 學校 老師 含 學校 實習 老師 可否 市府 同仁 身分 報名 公務人員 訓練 處所 開辦 自費 班期 假日 英語 工作坊 夜間 英日 韓語 班 收費 標準 為何
28,申請 都市計畫 現況 地形圖
128,坐輪椅 推 娃娃車 搭 遊園 列車 參觀 大貓熊 是否 免 排隊
70,身障 朋友 陽明山
28,地形圖 影像 圖 空照 圖 航照 圖 航測 圖有何
27,已 依法 提繳 新制 退休金 為何 收到 催繳
52,運動 中心 收費 是否 較貴
18,機電 設計 請問 捷運 自動 收費 系統 為何 設置 無障礙 閘門
15,何謂 概算 預算案 法定 預算
16,就讀 公私 幼兒園 身心障礙 幼兒 可不可以 申請 教育費 補助
134,請問 農產品 包括 果菜 肉品 家禽 漁產品 販運 商 許可證 申請 資格 所需 準備 資料
122,閱覽 客家文化 季刊
96,補習班 是否 須 辦理 營利事業 登記 建物 審查 公共安全 檢查
22,違規 通知單 紅單 舉發 內容 不服 陳述 申訴
13,臺北市立 陽明 教養院 特殊 餐食
132,房屋 租金 如依 土地法 條由 經由 政府 機關 強制 減定 後 法律 效果 已繳 租金 是否 請求 返還
83,臺北市立文獻館 開辦 動線 史蹟 解說 報名 是否 收取 費用
67,使用 吊掛式 搭乘 設備 時 應將 安全 索掛 置於 吊鉤 槽輪 上方 搭乘 設備 安全 位置 使 勞工 確實 配帶 安全帶 鉤掛 搭乘 設備 使用 主 吊鉤 鋼索 掛數 吊掛 搭乘 設備 時 上述 安全 索掛 置 位置 應 固定
89,天文館 影片 場次
83,公告 登錄 古物 屬 私人 所有者 日後 管理 維護
111,辦理 寺廟 申請 不動產 抵押 貸款 許可
69,健保 外籍配偶 可否 辦理 全民 健保
51,未 簽訂 家用 液化石油氣 供氣 定型化契約 前 產生 押瓶費 退費 問題 解決
88,檢舉 違法 菸酒 請領 獎勵金 範圍 為何
130,民眾 參與 北投 焚化 廠 廢棄物 進廠 檢查 作業 申請 程序
116,了解 房屋 租金 上限 查詢 土地 價額 建築物 價額
108,長輩 處 獲贈 支 象牙 貴府 核發 公文 登記卡 俱全 請問 我可以 賣掉 變現
35,颱風 期間 停 堤外 停車場 車輛 登錄 簡訊 語音 通知 服務
94,就讀 本市 私立 大專 可否 申請 補助
57,請問 航空 噪音 補助 沒排 卻 已經 自行 施工 完成 能夠 領到 補助款
79,已 開闢 公園 網站 哪裡 查詢
59,適用 勞動基準法 部分 時間 工作 勞工 適用 性別工作平等法 相關 假別 權益 疑義
132,大陸 地區 專指 自然人 取得 不動產 物權 後 不動產 有何 管理 限制
131,雨水 下水 道人 孔 啟閉 申請
78,為何 選擇 汛期 午夜 測試 南深 陸閘 啟閉 功能
137,針對 民眾 要求 尋找 遺失 公車上 物品 案件 回 復 內容
82,焚化 廠及 掩埋場 申請 代 處理 垃圾
112,建築物 越界 引起 土地 權利 糾紛 糾紛 未 解決 前 可否 禁 發起 造人 使用 執照
27,新 舊制 併 行 時期 提撥 問題
146,行道樹 懸掛 燈飾 申請
134,臺北 花卉 批發市場 俗稱 台北 花市 位置 營業時間 聯絡 電話
126,購買 過期 產品 可疑 產品 處理
130,民眾 參與 北投 焚化 廠 廢棄物 進廠 檢查 作業 申請 程序
28,網路 建築 線 指示 申請 案件 成果 領取
91,便利商店 繳稅 收據 繳納 證明 確保 已經 繳納
9,臺北市政府 補貼 優惠 額度 完 搭乘 敬老 愛心 車隊 時 敬老 愛心 悠遊卡 片會 扣款
127,請問 狂犬病 預防注射 需 多久 施打 一次 費用 地方 施打
18,拆遷 補償 捷運 沿線 商家 住家 有無 減稅 補償 措施
106,迪化 廠 生水 可作 用途 是否 人體 接觸
138,如有 疑似 狂犬病 動物 屍體 市區 道路 需要 環境 清潔 消毒 洽何 單位 處理
101,勞動 教育經費 補助 對象
54,巷弄 為何 拖吊
25,老闆 開設 許多 分店 只 需要 請 衛生 管理人員 管理 全部 營業 場所 衛生
3,家中 兒童 少年 行為 問題 處理
67,職業災害 勞工 醫療 期間 雇主 終止 勞動 契約 退保 如願 加保 應 負擔 保險費 保險費 繳納
108,如想 瞭解 臺北市 生物資源 查詢
20,請問 臺北市 美沙冬 諮詢 專線
71,迎風 狗 運動公園 多久 除草 一次
117,重劃 後 土地 分配 位置 依據
10,臺北市 工廠 校正 承辦 單位 局處
138,我家 街貓 可不可以 派人來 抓
107,避免 數位 學生證 遺失 碰撞 造成 折損
86,受 委託 行使 公權力 團體
83,公告 登錄 古物 屬 私人 所有者 日後 管理 維護
65,環保局 未 使用 專用 垃圾袋 將以 何種 方式 處理
54,臺北市 有牌 廢棄 車輛 認定 處理 流程
61,職 名章 刻 製 規定 為何
120,小朋友 學區
105,請問 迪化 污水處理 廠 參訪 學習 可否 代為 安排 發給 環境教育 小時 證明 申請
37,交通 維持 捷運 萬 大線 車站 工程 發包 施工 現況 目前 辦理 進度
37,交通 維持 捷運 萬 大線 南昌路 人行道 削減 作業 水溝 壁體 台北 城牆 石 組成 後續 處理方式 為何
104,民眾 表示 生命 身體 遭受 程度 家庭暴力 提出 何種 保護 令
4,可否 提供 社會局 預決算 數
12,市政 大樓 電子 看板 申請 外界 私人企業 申請
7,請問 自來水管 承裝 分為 幾等 應 具備 資格 承辦 工程 範圍
76,何謂 地震 規模 規模 區分 地震 大小
108,經營 特定 寵物 業 買賣 寄養 業務 土地使用分區 限制 為何 查詢 特定 地點 土地使用分區
21,TaipeiFunPass 北北基 好玩 卡 有官 網及 APP
